date,country,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc,day,month
2021-12-06,Italy,59037472,99517018,47563605,0.8057,44170191,0.7482,9285031,0.1573,6,12
2021-12-07,Italy,59037472,100061259,47606688,0.8064,44191075,0.7485,9765479,0.1654,7,12
2021-12-08,Italy,59037472,100342984,47630610,0.8068,44199162,0.7487,10015285,0.1696,8,12
2021-12-09,Italy,59037472,100901647,47669306,0.8074,44227211,0.7491,10507319,0.178,9,12
2021-12-10,Italy,59037472,101480687,47705808,0.8081,44251899,0.7496,11025303,0.1868,10,12
2021-12-11,Italy,59037472,101992669,47738035,0.8086,44272414,0.7499,11484654,0.1945,11,12
2021-12-12,Italy,59037472,102317934,47759452,0.809,44282748,0.7501,11778238,0.1995,12,12
2021-12-13,Italy,59037472,102841527,47792594,0.8095,44305586,0.7505,12245961,0.2074,13,12
2021-12-14,Italy,59037472,103390726,47825670,0.8101,44327515,0.7508,12740292,0.2158,14,12
2021-12-15,Italy,59037472,103961385,47856991,0.8106,44349662,0.7512,13257580,0.2246,15,12
2021-12-16,Italy,59037472,104551855,47903180,0.8114,44373673,0.7516,13777984,0.2334,16,12
2021-12-17,Italy,59037472,105136319,47944416,0.8121,44399679,0.7521,14295284,0.2421,17,12
2021-12-18,Italy,59037472,105681521,47997480,0.813,44423051,0.7525,14764138,0.2501,18,12
2021-12-19,Italy,59037472,106032320,48035377,0.8136,44435406,0.7527,15064733,0.2552,19,12
2021-12-20,Italy,59037472,106578746,48077173,0.8144,44462561,0.7531,15542314,0.2633,20,12
2021-12-21,Italy,59037472,107140332,48118337,0.815,44489591,0.7536,16035835,0.2716,21,12
2021-12-22,Italy,59037472,107693321,48160541,0.8158,44515680,0.754,16520682,0.2798,22,12
2021-12-23,Italy,59037472,108187959,48203342,0.8165,44540544,0.7544,16947750,0.2871,23,12
2021-12-24,Italy,59037472,108425829,48218561,0.8167,44552365,0.7546,17158631,0.2906,24,12
2021-12-25,Italy,59037472,108462481,48220196,0.8168,44554342,0.7547,17191684,0.2912,25,12
2021-12-26,Italy,59037472,108646054,48237208,0.8171,44561834,0.7548,17350779,0.2939,26,12
2021-12-27,Italy,59037472,109243359,48287482,0.8179,44604088,0.7555,17855621,0.3024,27,12
2021-12-28,Italy,59037472,109895090,48347659,0.8189,44641333,0.7562,18409997,0.3118,28,12
2021-12-29,Italy,59037472,110536206,48408800,0.82,44670569,0.7566,18960781,0.3212,29,12
2021-12-30,Italy,59037472,111119168,48464772,0.8209,44697690,0.7571,19460745,0.3296,30,12
2021-12-31,Italy,59037472,111400252,48486482,0.8213,44709912,0.7573,19708182,0.3338,31,12
2021-01-01,Japan,123951696,,,,,,,,1,1
2021-01-02,Japan,123951696,,,,,,,,2,1
2021-01-03,Japan,123951696,,,,,,,,3,1
2021-01-04,Japan,123951696,,,,,,,,4,1
2021-01-05,Japan,123951696,,,,,,,,5,1
2021-01-06,Japan,123951696,,,,,,,,6,1
2021-01-07,Japan,123951696,,,,,,,,7,1
2021-01-08,Japan,123951696,,,,,,,,8,1
2021-01-09,Japan,123951696,,,,,,,,9,1
2021-01-10,Japan,123951696,,,,,,,,10,1
2021-01-11,Japan,123951696,,,,,,,,11,1
2021-01-12,Japan,123951696,,,,,,,,12,1
2021-01-13,Japan,123951696,,,,,,,,13,1
2021-01-14,Japan,123951696,,,,,,,,14,1
2021-01-15,Japan,123951696,,,,,,,,15,1
2021-01-16,Japan,123951696,,,,,,,,16,1
2021-01-17,Japan,123951696,,,,,,,,17,1
2021-01-18,Japan,123951696,,,,,,,,18,1
2021-01-19,Japan,123951696,,,,,,,,19,1
2021-01-20,Japan,123951696,,,,,,,,20,1
2021-01-21,Japan,123951696,,,,,,,,21,1
2021-01-22,Japan,123951696,,,,,,,,22,1
2021-01-23,Japan,123951696,,,,,,,,23,1
2021-01-24,Japan,123951696,,,,,,,,24,1
2021-01-25,Japan,123951696,,,,,,,,25,1
2021-01-26,Japan,123951696,,,,,,,,26,1
2021-01-27,Japan,123951696,,,,,,,,27,1
2021-01-28,Japan,123951696,,,,,,,,28,1
2021-01-29,Japan,123951696,,,,,,,,29,1
2021-01-30,Japan,123951696,,,,,,,,30,1
2021-01-31,Japan,123951696,,,,,,,,31,1
2021-02-01,Japan,123951696,,,,,,,,1,2
2021-02-02,Japan,123951696,,,,,,,,2,2
2021-02-03,Japan,123951696,,,,,,,,3,2
2021-02-04,Japan,123951696,,,,,,,,4,2
2021-02-05,Japan,123951696,,,,,,,,5,2
2021-02-06,Japan,123951696,,,,,,,,6,2
2021-02-07,Japan,123951696,,,,,,,,7,2
2021-02-08,Japan,123951696,,,,,,,,8,2
2021-02-09,Japan,123951696,,,,,,,,9,2
2021-02-10,Japan,123951696,,,,,,,,10,2
2021-02-11,Japan,123951696,,,,,,,,11,2
2021-02-12,Japan,123951696,,,,,,,,12,2
2021-02-13,Japan,123951696,,,,,,,,13,2
2021-02-14,Japan,123951696,,,,,,,,14,2
2021-02-15,Japan,123951696,,,,,,,,15,2
2021-02-16,Japan,123951696,,,,,,,,16,2
2021-02-17,Japan,123951696,125,125,0.0,,,,,17,2
2021-02-18,Japan,123951696,611,611,0.0,,,,,18,2
2021-02-19,Japan,123951696,5039,5039,0.0,,,,,19,2
2021-02-20,Japan,123951696,,,,,,,,20,2
2021-02-21,Japan,123951696,,,,,,,,21,2
2021-02-22,Japan,123951696,11934,11934,0.0001,,,,,22,2
2021-02-23,Japan,123951696,,,,,,,,23,2
2021-02-24,Japan,123951696,17888,17888,0.0001,,,,,24,2
2021-02-25,Japan,123951696,21896,21896,0.0002,,,,,25,2
2021-02-26,Japan,123951696,28530,28530,0.0002,,,,,26,2
2021-02-27,Japan,123951696,,,,,,,,27,2
2021-02-28,Japan,123951696,,,,,,,,28,2
2021-03-01,Japan,123951696,31785,31785,0.0003,,,,,1,3
2021-03-02,Japan,123951696,34772,34772,0.0003,,,,,2,3
2021-03-03,Japan,123951696,37303,37303,0.0003,,,,,3,3
2021-03-04,Japan,123951696,39174,39174,0.0003,,,,,4,3
2021-03-05,Japan,123951696,46469,46469,0.0004,,,,,5,3
2021-03-06,Japan,123951696,,,,,,,,6,3
2021-03-07,Japan,123951696,,,,,,,,7,3
2021-03-08,Japan,123951696,70796,70796,0.0006,,,,,8,3
2021-03-09,Japan,123951696,107558,107558,0.0009,,,,,9,3
2021-03-10,Japan,123951696,148950,148915,0.0012,35,0.0,,,10,3
2021-03-11,Japan,123951696,181184,180741,0.0015,443,0.0,,,11,3
2021-03-12,Japan,123951696,230542,227194,0.0018,3348,0.0,,,12,3
2021-03-13,Japan,123951696,,,,,,,,13,3
2021-03-14,Japan,123951696,,,,,,,,14,3
2021-03-15,Japan,123951696,290275,282398,0.0023,7877,0.0001,,,15,3
2021-03-16,Japan,123951696,359191,349844,0.0028,9347,0.0001,,,16,3
2021-03-17,Japan,123951696,437485,423196,0.0034,14289,0.0001,,,17,3
2021-03-18,Japan,123951696,508702,490413,0.004,18289,0.0001,,,18,3
2021-03-19,Japan,123951696,578835,553454,0.0045,25381,0.0002,,,19,3
2021-03-20,Japan,123951696,,,,,,,,20,3
2021-03-21,Japan,123951696,,,,,,,,21,3
2021-03-22,Japan,123951696,652698,623569,0.005,29129,0.0002,,,22,3
2021-03-23,Japan,123951696,699126,667370,0.0054,31756,0.0003,,,23,3
2021-03-24,Japan,123951696,741180,706101,0.0057,35079,0.0003,,,24,3
2021-03-25,Japan,123951696,775122,737672,0.006,37450,0.0003,,,25,3
2021-03-26,Japan,123951696,822869,781665,0.0063,41204,0.0003,,,26,3
2021-03-27,Japan,123951696,,,,,,,,27,3
2021-03-28,Japan,123951696,,,,,,,,28,3
2021-03-29,Japan,123951696,890662,825704,0.0067,64958,0.0005,,,29,3
2021-03-30,Japan,123951696,949731,852946,0.0069,96785,0.0008,,,30,3
2021-03-31,Japan,123951696,1002739,877159,0.0071,125580,0.001,,,31,3
2021-04-01,Japan,123951696,1050112,893315,0.0072,156797,0.0013,,,1,4
2021-04-02,Japan,123951696,1096698,913341,0.0074,183357,0.0015,,,2,4
2021-04-03,Japan,123951696,,,,,,,,3,4
2021-04-04,Japan,123951696,,,,,,,,4,4
2021-04-05,Japan,123951696,1196884,956638,0.0077,240246,0.0019,,,5,4
2021-04-06,Japan,123951696,1288566,996058,0.008,292508,0.0024,,,6,4
2021-04-07,Japan,123951696,1393108,1036429,0.0084,356679,0.0029,,,7,4
2021-04-08,Japan,123951696,1487606,1066385,0.0086,421221,0.0034,,,8,4
2021-04-09,Japan,123951696,1592517,1101698,0.0089,490819,0.004,,,9,4
2021-04-10,Japan,123951696,,,,,,,,10,4
2021-04-11,Japan,123951696,,,,,,,,11,4
2021-04-12,Japan,123951696,1694176,1133271,0.0091,560905,0.0045,,,12,4
2021-04-13,Japan,123951696,1752502,1151507,0.0093,600995,0.0048,,,13,4
2021-04-14,Japan,123951696,1808835,1166413,0.0094,642422,0.0052,,,14,4
2021-04-15,Japan,123951696,1870334,1191929,0.0096,678405,0.0055,,,15,4
2021-04-16,Japan,123951696,1950860,1232464,0.0099,718396,0.0058,,,16,4
2021-04-17,Japan,123951696,1958538,1240142,0.01,718396,0.0058,,,17,4
2021-04-18,Japan,123951696,1966962,1248566,0.0101,718396,0.0058,,,18,4
2021-04-19,Japan,123951696,2116996,1344293,0.0108,772703,0.0062,,,19,4
2021-04-20,Japan,123951696,2291445,1490945,0.012,800500,0.0065,,,20,4
2021-04-21,Japan,123951696,2501754,1674558,0.0135,827196,0.0067,,,21,4
2021-04-22,Japan,123951696,2707358,1858307,0.015,849051,0.0068,,,22,4
2021-04-23,Japan,123951696,2936931,2058197,0.0166,878734,0.0071,,,23,4
2021-04-24,Japan,123951696,2972474,2093740,0.0169,878734,0.0071,,,24,4
2021-04-25,Japan,123951696,2998001,2119267,0.0171,878734,0.0071,,,25,4
2021-04-26,Japan,123951696,3317415,2397030,0.0193,920385,0.0074,,,26,4
2021-04-27,Japan,123951696,3595227,2643737,0.0213,951490,0.0077,,,27,4
2021-04-28,Japan,123951696,3914595,2918837,0.0235,995758,0.008,,,28,4
2021-04-29,Japan,123951696,3934956,2939198,0.0237,995758,0.008,,,29,4
2021-04-30,Japan,123951696,4271302,3228304,0.026,1042998,0.0084,,,30,4
2021-05-01,Japan,123951696,4311837,3268839,0.0264,1042998,0.0084,,,1,5
2021-05-02,Japan,123951696,4339117,3296119,0.0266,1042998,0.0084,,,2,5
2021-05-03,Japan,123951696,4347316,3303516,0.0267,1043800,0.0084,,,3,5
2021-05-04,Japan,123951696,4356510,3312011,0.0267,1044499,0.0084,,,4,5
2021-05-05,Japan,123951696,4367247,3321840,0.0268,1045407,0.0084,,,5,5
2021-05-06,Japan,123951696,4756209,3638627,0.0294,1117582,0.009,,,6,5
2021-05-07,Japan,123951696,4958976,3786489,0.0305,1172487,0.0095,,,7,5
2021-05-08,Japan,123951696,5029738,3849581,0.0311,1180157,0.0095,,,8,5
2021-05-09,Japan,123951696,5113758,3925381,0.0317,1188377,0.0096,,,9,5
2021-05-10,Japan,123951696,5472053,4186717,0.0338,1285336,0.0104,,,10,5
2021-05-11,Japan,123951696,5819428,4410587,0.0356,1408841,0.0114,,,11,5
2021-05-12,Japan,123951696,6218340,4657040,0.0376,1561300,0.0126,,,12,5
2021-05-13,Japan,123951696,6649855,4910535,0.0396,1739320,0.014,,,13,5
2021-05-14,Japan,123951696,7080613,5146803,0.0415,1933810,0.0156,,,14,5
2021-05-15,Japan,123951696,7255559,5286627,0.0427,1968932,0.0159,,,15,5
2021-05-16,Japan,123951696,7470122,5476898,0.0442,1993224,0.0161,,,16,5
2021-05-17,Japan,123951696,8083832,5822524,0.047,2261308,0.0182,,,17,5
2021-05-18,Japan,123951696,8660323,6175065,0.0498,2485258,0.0201,,,18,5
2021-05-19,Japan,123951696,9313607,6576603,0.0531,2737004,0.0221,,,19,5
2021-05-20,Japan,123951696,9859762,6985312,0.0564,2874450,0.0232,,,20,5
2021-05-21,Japan,123951696,10454367,7369813,0.0595,3084554,0.0249,,,21,5
2021-05-22,Japan,123951696,10785402,7657935,0.0618,3127467,0.0252,,,22,5
2021-05-23,Japan,123951696,11140858,7985431,0.0644,3155427,0.0255,,,23,5
2021-05-24,Japan,123951696,11935954,8576405,0.0692,3359549,0.0271,,,24,5
2021-05-25,Japan,123951696,12612178,9189585,0.0741,3422593,0.0276,,,25,5
2021-05-26,Japan,123951696,13349432,9864980,0.0796,3484452,0.0281,,,26,5
2021-05-27,Japan,123951696,14103555,10512840,0.0848,3590715,0.029,,,27,5
2021-05-28,Japan,123951696,14854145,11138368,0.0899,3715777,0.03,,,28,5
2021-05-29,Japan,123951696,15393058,11617216,0.0937,3775842,0.0305,,,29,5
2021-05-30,Japan,123951696,15925982,12082411,0.0975,3843571,0.031,,,30,5
2021-05-31,Japan,123951696,16833613,12752937,0.1029,4080676,0.0329,,,31,5
2021-06-01,Japan,123951696,17774707,13478960,0.1087,4295747,0.0347,,,1,6
2021-06-02,Japan,123951696,18765213,14231947,0.1148,4533266,0.0366,,,2,6
2021-06-03,Japan,123951696,19742829,14977781,0.1208,4765048,0.0384,,,3,6
2021-06-04,Japan,123951696,20695957,15709273,0.1267,4986684,0.0402,,,4,6
2021-06-05,Japan,123951696,21453245,16335219,0.1318,5118026,0.0413,,,5,6
2021-06-06,Japan,123951696,22206310,16905303,0.1364,5301007,0.0428,,,6,6
2021-06-07,Japan,123951696,23317160,17687490,0.1427,5629670,0.0454,,,7,6
2021-06-08,Japan,123951696,24458105,18499816,0.1493,5958289,0.0481,,,8,6
2021-06-09,Japan,123951696,25645985,19294339,0.1557,6351646,0.0512,,,9,6
2021-06-10,Japan,123951696,26802482,20056700,0.1618,6745782,0.0544,,,10,6
2021-06-11,Japan,123951696,27941098,20829905,0.168,7111193,0.0574,,,11,6
2021-06-12,Japan,123951696,28891685,21501392,0.1735,7390293,0.0596,,,12,6
2021-06-13,Japan,123951696,29821076,22112205,0.1784,7708871,0.0622,,,13,6
2021-06-14,Japan,123951696,31078326,22823285,0.1841,8255041,0.0666,,,14,6
2021-06-15,Japan,123951696,32354913,23536423,0.1899,8818490,0.0711,,,15,6
2021-06-16,Japan,123951696,33668293,24233518,0.1955,9434775,0.0761,,,16,6
2021-06-17,Japan,123951696,34985261,24942282,0.2012,10042979,0.081,,,17,6
2021-06-18,Japan,123951696,36258593,25633667,0.2068,10624926,0.0857,,,18,6
2021-06-19,Japan,123951696,37382587,26309206,0.2123,11073381,0.0893,,,19,6
2021-06-20,Japan,123951696,38500314,26985169,0.2177,11515145,0.0929,,,20,6
2021-06-21,Japan,123951696,39915942,27766572,0.224,12149370,0.098,,,21,6
2021-06-22,Japan,123951696,41373636,28555938,0.2304,12817698,0.1034,,,22,6
2021-06-23,Japan,123951696,42883255,29363055,0.2369,13520200,0.1091,,,23,6
2021-06-24,Japan,123951696,44369226,30141716,0.2432,14227510,0.1148,,,24,6
2021-06-25,Japan,123951696,45856012,30916418,0.2494,14939594,0.1205,,,25,6
2021-06-26,Japan,123951696,47211978,31676846,0.2556,15535132,0.1253,,,26,6
2021-06-27,Japan,123951696,48547456,32463964,0.2619,16083492,0.1298,,,27,6
2021-06-28,Japan,123951696,50091675,33278204,0.2685,16813471,0.1356,,,28,6
2021-06-29,Japan,123951696,51690126,34108829,0.2752,17581297,0.1418,,,29,6
2021-06-30,Japan,123951696,53313160,34975112,0.2822,18338048,0.1479,,,30,6
2021-07-01,Japan,123951696,54726747,35651175,0.2876,19075572,0.1539,,,1,7
2021-07-02,Japan,123951696,56101083,36277677,0.2927,19823406,0.1599,,,2,7
2021-07-03,Japan,123951696,57627942,37169590,0.2999,20458352,0.1651,,,3,7
2021-07-04,Japan,123951696,59039077,38012870,0.3067,21026207,0.1696,,,4,7
2021-07-05,Japan,123951696,60736892,39019324,0.3148,21717568,0.1752,,,5,7
2021-07-06,Japan,123951696,62493221,40064120,0.3232,22429101,0.181,,,6,7
2021-07-07,Japan,123951696,64234823,41121244,0.3318,23113579,0.1865,,,7,7
2021-07-08,Japan,123951696,65983414,42186611,0.3403,23796803,0.192,,,8,7
2021-07-09,Japan,123951696,67740686,43257769,0.349,24482917,0.1975,,,9,7
2021-07-10,Japan,123951696,69445948,44300201,0.3574,25145747,0.2029,,,10,7
2021-07-11,Japan,123951696,70885313,45067639,0.3636,25817674,0.2083,,,11,7
2021-07-12,Japan,123951696,72483736,45941201,0.3706,26542535,0.2141,,,12,7
2021-07-13,Japan,123951696,74106181,46850002,0.378,27256179,0.2199,,,13,7
2021-07-14,Japan,123951696,75714553,47734129,0.3851,27980424,0.2257,,,14,7
2021-07-15,Japan,123951696,77285259,48601787,0.3921,28683472,0.2314,,,15,7
2021-07-16,Japan,123951696,78879690,49502594,0.3994,29377096,0.237,,,16,7
2021-07-17,Japan,123951696,80407308,50332988,0.4061,30074320,0.2426,,,17,7
2021-07-18,Japan,123951696,81743417,50949898,0.411,30793519,0.2484,,,18,7
2021-07-19,Japan,123951696,83018602,51495114,0.4154,31523488,0.2543,,,19,7
2021-07-20,Japan,123951696,84596753,52313377,0.422,32283376,0.2605,,,20,7
2021-07-21,Japan,123951696,86164605,53063096,0.4281,33101509,0.2671,,,21,7
2021-07-22,Japan,123951696,86835942,53387317,0.4307,33448625,0.2699,,,22,7
2021-07-23,Japan,123951696,87364219,53640758,0.4328,33723461,0.2721,,,23,7
2021-07-24,Japan,123951696,88684662,54108085,0.4365,34576577,0.279,,,24,7
2021-07-25,Japan,123951696,89895433,54529063,0.4399,35366370,0.2853,,,25,7
2021-07-26,Japan,123951696,91451698,55115302,0.4447,36336396,0.2931,,,26,7
2021-07-27,Japan,123951696,93056531,55741554,0.4497,37314977,0.301,,,27,7
2021-07-28,Japan,123951696,94674157,56355730,0.4547,38318427,0.3091,,,28,7
2021-07-29,Japan,123951696,96283789,56971821,0.4596,39311968,0.3172,,,29,7
2021-07-30,Japan,123951696,97968395,57619497,0.4649,40348898,0.3255,,,30,7
2021-07-31,Japan,123951696,99615762,58261038,0.47,41354724,0.3336,,,31,7
2021-08-01,Japan,123951696,100878109,58822223,0.4746,42055886,0.3393,,,1,8
2021-08-02,Japan,123951696,102269492,59393099,0.4792,42876393,0.3459,,,2,8
2021-08-03,Japan,123951696,103729681,59981482,0.4839,43748199,0.3529,,,3,8
2021-08-04,Japan,123951696,105172755,60557776,0.4886,44614979,0.3599,,,4,8
2021-08-05,Japan,123951696,106625785,61121803,0.4931,45503982,0.3671,,,5,8
2021-08-06,Japan,123951696,108156386,61705669,0.4978,46450717,0.3747,,,6,8
2021-08-07,Japan,123951696,109748039,62405549,0.5035,47342490,0.3819,,,7,8
2021-08-08,Japan,123951696,110995217,63016247,0.5084,47978970,0.3871,,,8,8
2021-08-09,Japan,123951696,111384584,63185323,0.5098,48199261,0.3889,,,9,8
2021-08-10,Japan,123951696,112710952,63674549,0.5137,49036403,0.3956,,,10,8
2021-08-11,Japan,123951696,113952150,64173189,0.5177,49778961,0.4016,,,11,8
2021-08-12,Japan,123951696,114882557,64665614,0.5217,50216943,0.4051,,,12,8
2021-08-13,Japan,123951696,115559114,65011455,0.5245,50547659,0.4078,,,13,8
2021-08-14,Japan,123951696,116325822,65366239,0.5274,50959583,0.4111,,,14,8
2021-08-15,Japan,123951696,117075517,65736040,0.5303,51339477,0.4142,,,15,8
2021-08-16,Japan,123951696,118096813,66171093,0.5338,51925720,0.4189,,,16,8
2021-08-17,Japan,123951696,119348319,66718382,0.5383,52629937,0.4246,,,17,8
2021-08-18,Japan,123951696,120610394,67296289,0.5429,53314105,0.4301,,,18,8
2021-08-19,Japan,123951696,121830142,67873343,0.5476,53956799,0.4353,,,19,8
2021-08-20,Japan,123951696,123142559,68489137,0.5525,54653422,0.4409,,,20,8
2021-08-21,Japan,123951696,124590291,69211126,0.5584,55379165,0.4468,,,21,8
2021-08-22,Japan,123951696,125830434,69839228,0.5634,55991206,0.4517,,,22,8
2021-08-23,Japan,123951696,127032643,70388504,0.5679,56644139,0.457,,,23,8
2021-08-24,Japan,123951696,128300910,71001179,0.5728,57299731,0.4623,,,24,8
2021-08-25,Japan,123951696,129543735,71606521,0.5777,57937214,0.4674,,,25,8
2021-08-26,Japan,123951696,130718554,72177481,0.5823,58541073,0.4723,,,26,8
2021-08-27,Japan,123951696,132029049,72819607,0.5875,59209442,0.4777,,,27,8
2021-08-28,Japan,123951696,133509639,73550499,0.5934,59959140,0.4837,,,28,8
2021-08-29,Japan,123951696,134742036,74150120,0.5982,60591916,0.4888,,,29,8
2021-08-30,Japan,123951696,135420608,74540832,0.6014,60879776,0.4912,,,30,8
2021-08-31,Japan,123951696,136610140,75193352,0.6066,61416788,0.4955,,,31,8
2021-09-01,Japan,123951696,137754134,75840664,0.6119,61913470,0.4995,,,1,9
2021-09-02,Japan,123951696,138683094,76263787,0.6153,62419307,0.5036,,,2,9
2021-09-03,Japan,123951696,139847174,77006269,0.6213,62840905,0.507,,,3,9
2021-09-04,Japan,123951696,141261549,77964822,0.629,63296727,0.5107,,,4,9
2021-09-05,Japan,123951696,142443716,78743483,0.6353,63700233,0.5139,,,5,9
2021-09-06,Japan,123951696,143483952,79363056,0.6403,64120896,0.5173,,,6,9
2021-09-07,Japan,123951696,144646867,79995822,0.6454,64651045,0.5216,,,7,9
2021-09-08,Japan,123951696,145801890,80595567,0.6502,65206323,0.5261,,,8,9
2021-09-09,Japan,123951696,146932266,81182400,0.655,65749866,0.5304,,,9,9
2021-09-10,Japan,123951696,148198022,81833208,0.6602,66364814,0.5354,,,10,9
2021-09-11,Japan,123951696,149711805,82621327,0.6666,67090478,0.5413,,,11,9
2021-09-12,Japan,123951696,150928281,83241402,0.6716,67686879,0.5461,,,12,9
2021-09-13,Japan,123951696,151958864,83753325,0.6757,68205539,0.5503,,,13,9
2021-09-14,Japan,123951696,153052094,84291419,0.68,68760675,0.5547,,,14,9
2021-09-15,Japan,123951696,154123633,84806404,0.6842,69317229,0.5592,,,15,9
2021-09-16,Japan,123951696,155185789,85307799,0.6882,69877990,0.5638,,,16,9
2021-09-17,Japan,123951696,156407120,85886130,0.6929,70520990,0.5689,,,17,9
2021-09-18,Japan,123951696,157875497,86626729,0.6989,71248768,0.5748,,,18,9
2021-09-19,Japan,123951696,159022410,87203833,0.7035,71818577,0.5794,,,19,9
2021-09-20,Japan,123951696,159335780,87360357,0.7048,71975423,0.5807,,,20,9
2021-09-21,Japan,123951696,160436506,87772119,0.7081,72664387,0.5862,,,21,9
2021-09-22,Japan,123951696,161514838,88193225,0.7115,73321613,0.5915,,,22,9
2021-09-23,Japan,123951696,161948600,88388306,0.7131,73560294,0.5935,,,23,9
2021-09-24,Japan,123951696,163155096,88825166,0.7166,74329930,0.5997,,,24,9
2021-09-25,Japan,123951696,164675158,89401358,0.7213,75273800,0.6073,,,25,9
2021-09-26,Japan,123951696,165853554,89849295,0.7249,76004259,0.6132,,,26,9
2021-09-27,Japan,123951696,166848423,90226946,0.7279,76621477,0.6182,,,27,9
2021-09-28,Japan,123951696,167879530,90634742,0.7312,77244788,0.6232,,,28,9
2021-09-29,Japan,123951696,168878402,91038850,0.7345,77839552,0.628,,,29,9
2021-09-30,Japan,123951696,169869876,91428256,0.7376,78441620,0.6328,,,30,9
2021-10-01,Japan,123951696,170953364,91868684,0.7412,79084680,0.638,,,1,10
2021-10-02,Japan,123951696,172335254,92467629,0.746,79867625,0.6443,,,2,10
2021-10-03,Japan,123951696,173414077,92936657,0.7498,80477420,0.6493,,,3,10
2021-10-04,Japan,123951696,174279030,93268196,0.7525,81010834,0.6536,,,4,10
2021-10-05,Japan,123951696,175182530,93614678,0.7553,81567852,0.6581,,,5,10
2021-10-06,Japan,123951696,176056565,93946294,0.7579,82110271,0.6624,,,6,10
2021-10-07,Japan,123951696,176913987,94264643,0.7605,82649344,0.6668,,,7,10
2021-10-08,Japan,123951696,177954603,94642633,0.7635,83311970,0.6721,,,8,10
2021-10-09,Japan,123951696,179288488,95152083,0.7677,84136405,0.6788,,,9,10
2021-10-10,Japan,123951696,180269884,95531882,0.7707,84738002,0.6836,,,10,10
2021-10-11,Japan,123951696,180772395,95817025,0.773,84955370,0.6854,,,11,10
2021-10-12,Japan,123951696,181489874,96088016,0.7752,85401858,0.689,,,12,10
2021-10-13,Japan,123951696,182071054,96230140,0.7764,85840914,0.6925,,,13,10
2021-10-14,Japan,123951696,182587774,96493790,0.7785,86093984,0.6946,,,14,10
2021-10-15,Japan,123951696,183410566,96798616,0.7809,86611950,0.6988,,,15,10
2021-10-16,Japan,123951696,184470148,97197713,0.7842,87272435,0.7041,,,16,10
2021-10-17,Japan,123951696,185217842,97447479,0.7862,87770363,0.7081,,,17,10
2021-10-18,Japan,123951696,185777160,97625258,0.7876,88151902,0.7112,,,18,10
2021-10-19,Japan,123951696,186371331,97798740,0.789,88572591,0.7146,,,19,10
2021-10-20,Japan,123951696,186953705,97964839,0.7903,88988866,0.7179,,,20,10
2021-10-21,Japan,123951696,187493124,98113841,0.7915,89379283,0.7211,,,21,10
2021-10-22,Japan,123951696,188189708,98308885,0.7931,89880823,0.7251,,,22,10
2021-10-23,Japan,123951696,189121998,98575258,0.7953,90546740,0.7305,,,23,10
2021-10-24,Japan,123951696,189794225,98742586,0.7966,91051639,0.7346,,,24,10
2021-10-25,Japan,123951696,190259862,98852873,0.7975,91406989,0.7374,,,25,10
2021-10-26,Japan,123951696,190734566,98966580,0.7984,91767986,0.7404,,,26,10
2021-10-27,Japan,123951696,191187144,99072623,0.7993,92114521,0.7431,,,27,10
2021-10-28,Japan,123951696,191624330,99175481,0.8001,92448849,0.7458,,,28,10
2021-10-29,Japan,123951696,192182841,99307078,0.8012,92875763,0.7493,,,29,10
2021-10-30,Japan,123951696,192934663,99489304,0.8026,93445359,0.7539,,,30,10
2021-10-31,Japan,123951696,193462346,99609069,0.8036,93853277,0.7572,,,31,10
2021-11-01,Japan,123951696,193797409,99666360,0.8041,94131049,0.7594,,,1,11
2021-11-02,Japan,123951696,194111595,99705102,0.8044,94406493,0.7616,,,2,11
2021-11-03,Japan,123951696,194210910,99726840,0.8046,94484070,0.7623,,,3,11
2021-11-04,Japan,123951696,194539862,99781821,0.805,94758041,0.7645,,,4,11
2021-11-05,Japan,123951696,194953381,99866586,0.8057,95086795,0.7671,,,5,11
2021-11-06,Japan,123951696,195509401,99982953,0.8066,95526448,0.7707,,,6,11
2021-11-07,Japan,123951696,195861019,100056541,0.8072,95804478,0.7729,,,7,11
2021-11-08,Japan,123951696,196092382,100104891,0.8076,95987491,0.7744,,,8,11
2021-11-09,Japan,123951696,196320439,100155252,0.808,96165187,0.7758,,,9,11
2021-11-10,Japan,123951696,196528703,100189243,0.8083,96339460,0.7772,,,10,11
2021-11-11,Japan,123951696,196712739,100219872,0.8085,96492867,0.7785,,,11,11
2021-11-12,Japan,123951696,196985857,100270680,0.8089,96715177,0.7803,,,12,11
2021-11-13,Japan,123951696,197344574,100338381,0.8095,97006193,0.7826,,,13,11
2021-11-14,Japan,123951696,197551592,100369287,0.8097,97182305,0.784,,,14,11
2021-11-15,Japan,123951696,197697677,100395210,0.81,97302467,0.785,,,15,11
2021-11-16,Japan,123951696,197844172,100420580,0.8102,97423592,0.786,,,16,11
2021-11-17,Japan,123951696,197984731,100445540,0.8104,97539191,0.7869,,,17,11
2021-11-18,Japan,123951696,198114965,100468929,0.8105,97646036,0.7878,,,18,11
2021-11-19,Japan,123951696,198314890,100511085,0.8109,97803805,0.789,,,19,11
2021-11-20,Japan,123951696,198594838,100567066,0.8113,98027772,0.7909,,,20,11
2021-11-21,Japan,123951696,198753659,100592039,0.8115,98161620,0.7919,,,21,11
